especies,registros BHRD,Hábito,ID,SpecieName,Family,Genus,Specific.Epiteth,Seed.type,Sind,fdiam,flen,seeddiam,seedlen,wooden,Tre.size.max,scientificName,id_bhrd,id_flora,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,life.form,habitat,vernacular.name,occurrence,establishment,arvore_life.form,Arbusto_life.form,LVT_life.form,Subarbusto_life.form,suculenta_life.form,Terricola_habitat,Rupicola_habitat,Hemiepifita_habitat
Psidium myrtoides,14,Árvore,1573,Psidium myrtoides,Myrtaceae,Psidium,myrtoides,orthodox,zoochoric,20,25,6,7,NA,8,Psidium myrtoides,sp_0658,10874,Psidium myrtoides O.Berg,NA,Myrtaceae,species,accepted,Psidium myrtoides,NA,,Psidium myrtoides,arvore,Terricola,NA,BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Casearia obliqua,14,Arbusto|Árvore,267,Casearia obliqua,Salicaceae,Casearia,obliqua,orthodox,zoochoric,"3,5",4,1,"1,5",NA,30,Casearia obliqua,sp_0599,14378,Casearia obliqua Spreng.,NA,Salicaceae,species,accepted,Casearia obliqua,NA,,Casearia obliqua,Arbusto|arvore,Terricola,NA,BR-AM|BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Marlierea clausseniana,14,Árvore,1047,Marlierea clausseniana,Myrtaceae,Marlierea,clausseniana,recalcitrant,zoochoric,"8,3","9,1",NA,NA,NA,25,Marlierea clausseniana,sp_0625,10584,Marlierea clausseniana (O.Berg) Kiaersk.,NA,Myrtaceae,species,accepted,Marlierea clausseniana,NA,,Marlierea clausseniana,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Brosimum glaziovii,14,Arbusto|Árvore,180,Brosimum glaziovii,Moraceae,Brosimum,glaziovii,recalcitrant,zoochoric,25,30,14,20,NA,25,Brosimum glaziovii,sp_0595,10109,Brosimum glaziovii Taub.,NA,Moraceae,species,accepted,Brosimum glaziovii,LC,,Brosimum glaziovii,Arbusto|arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Matayba marginata,14,Arbusto|Árvore|Subarbusto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matayba marginata,sp_0627,32721,Matayba marginata Radlk.,NA,Sapindaceae,species,accepted,Matayba marginata,NA,,Matayba marginata,Arbusto|arvore|Subarbusto,Terricola,NA,BR-MG|BR-PR|BR-RJ|BR-SP,native,"0,333333333333333","0,333333333333333",0,"0,333333333333333",0,0,0,0
Guatteria campestris,14,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guatteria campestris,sp_0616,110380,Guatteria campestris R.E.Fr.,NA,Annonaceae,species,accepted,Guatteria campestris,LC,,Guatteria campestris,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-RJ,native,1,0,0,0,0,0,0,0
Gaylussacia salicifolia,14,Arbusto|Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gaylussacia salicifolia,sp_0614,7503,Gaylussacia salicifolia Sleumer,NA,Ericaceae,species,accepted,Gaylussacia salicifolia,NA,,Gaylussacia salicifolia,Arbusto|arvore,Terricola,NA,BR-MG,native,"0,5","0,5",0,0,0,0,0,0
Ilex dumosa,14,Árvore|Arbusto,854,Ilex dumosa,Aquifoliaceae,Ilex,dumosa,orthodox,zoochoric,"3,3",4,"1,3",2,NA,9,Ilex dumosa,sp_0621,4889,Ilex dumosa Reissek,NA,Aquifoliaceae,species,accepted,Ilex dumosa,NA,,Ilex dumosa,Arbusto|arvore,Terricola,caiºna/PORTUGUES/Sul | mate/PORTUGUES/Sul | erva-mate/PORTUGUES/Sul,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Pradosia lactescens,14,Árvore,1543,Pradosia lactescens,Sapotaceae,Pradosia,lactescens,NA,zoochoric,"16,59","29,11","13,49","27,58",NA,20,Pradosia lactescens,sp_0654,14525,Pradosia lactescens (Vell.) Radlk.,NA,Sapotaceae,species,accepted,Pradosia lactescens,LC,,Pradosia lactescens,arvore,Terricola,"bunhanhi©m, pau-de-remo, pau-doce, guaranhi©m/PORTUGUES/Brasil | buranhi©m/PORTUGUES/AL | cacau-de-caboclo/PORTUGUES/BA | marmixa, abiu-do-mato, abiu-de-macaco, buranhi©m/PORTUGUES/RJ",BR-AL|BR-BA|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-SE|BR-SP,native,1,0,0,0,0,0,0,0
Solanum cinnamomeum,14,Árvore,1726,Solanum cinnamomeum,Solanaceae,Solanum,cinnamomeum,orthodox,zoochoric,8,NA,NA,NA,NA,15,Solanum cinnamomeum,sp_0663,14748,Solanum cinnamomeum Sendtn.,NA,Solanaceae,species,accepted,Solanum cinnamomeum,LC,,Solanum cinnamomeum,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-PE|BR-PR|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Pera heteranthera,14,Arbusto|Árvore,1439,Pera heteranthera,Peraceae,Pera,heteranthera,recalcitrant,zoochoric,14,14,6,9,"0,89",9,Pera heteranthera,sp_0644,17630,Pera heteranthera (Schrank) I.M.Johnst.,NA,Peraceae,species,accepted,Pera heteranthera,NA,,Pera heteranthera,Arbusto|arvore,Terricola,louro apagao/PORTUGUES/nordeste | pereiro/PORTUGUES/norte,BR-BA|BR-ES|BR-MG|BR-MT|BR-PA|BR-RJ|BR-SC|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Brasiliopuntia brasiliensis,14,Arbusto|Suculenta|Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brasiliopuntia brasiliensis,sp_0594,1430,Brasiliopuntia brasiliensis (Willd.) A.Berger,NA,Cactaceae,species,accepted,Brasiliopuntia brasiliensis,LC,,Brasiliopuntia brasiliensis,Arbusto|Suculenta|arvore,Terricola|Rupicola,"Urumbeba, Rumbeba, Cumbeba, Mumbeca, Mumbebo, Facho-de-renda, Palmatioria grande, Palmatioria-do-diabo, Ambeba, Arumbeva, Gerumbeba, Jurubeba, Palmadora, Palmatioria, Xiquexique-do-sertao./PORTUGUES/Nordeste do Brasil",BR-AL|BR-BA|BR-CE|BR-ES|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP,native,0,"0,333333333333333",0,"0,333333333333333","0,333333333333333","0,5","0,5",0
Miconia flammea,14,Árvore,1128,Miconia flammea,Melastomataceae,Miconia,flammea,orthodox,zoochoric,5,NA,NA,NA,NA,NA,Miconia flammea,sp_0629,9704,Miconia flammea Casar.,NA,Melastomataceae,species,accepted,Miconia flammea,NA,,Miconia flammea,arvore,Terricola,NA,BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Mollinedia argyrogyna,14,Árvore,1180,Mollinedia argyrogyna,Monimiaceae,Mollinedia,argyrogyna,recalcitrant,zoochoric,6,3,NA,NA,"0,659",15,Mollinedia argyrogyna,sp_0633,10072,Mollinedia argyrogyna Perkins,NA,Monimiaceae,species,accepted,Mollinedia argyrogyna,LC,,Mollinedia argyrogyna,arvore,Terricola,NA,BR-ES|BR-MG|BR-PR|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Amaioua guianensis,14,Arbusto|Árvore,55,Amaioua guianensis,Rubiaceae,Amaioua,guianensis,NA,zoochoric,10,17,"3,5","4,6","0,6375",12,Amaioua guianensis,sp_0587,13829,Amaioua guianensis Aubl.,NA,Rubiaceae,species,accepted,Amaioua guianensis,NA,,Amaioua guianensis,Arbusto|arvore,Terricola,apuruizinho do mato/PORTUGUES/Acre | canela de veado/PORTUGUES/Acre | cedro bravo/PORTUGUES/Acre,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-SC|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Spondias venulosa,14,Árvore,1754,Spondias venulosa,Anacardiaceae,Spondias,venulosa,orthodox,zoochoric,28,"54,61","19,52","41,5","0,47725",18,Spondias venulosa,sp_0666,4406,Spondias venulosa (Engl.) Engl.,NA,Anacardiaceae,species,accepted,Spondias venulosa,NA,,Spondias venulosa,arvore,Terricola,caji¡/PORTUGUES/Nordeste | cajazeira/PORTUGUES/Sudeste,BR-BA|BR-ES|BR-MG|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Guettarda viburnoides,14,Arbusto|Árvore,782,Guettarda viburnoides,Rubiaceae,Guettarda,viburnoides,NA,zoochoric,"9,8","8,1","13,3",15,"0,73",7,Guettarda viburnoides,sp_0617,14057,Guettarda viburnoides Cham. & Schltdl.,NA,Rubiaceae,species,accepted,Guettarda viburnoides,NA,,Guettarda viburnoides,Arbusto|arvore,Terricola,NA,BR-AL|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RS|BR-SP|BR-TO,native,"0,5","0,5",0,0,0,0,0,0
Pogonophora schomburgkiana,14,Arbusto|Árvore,1506,Pogonophora schomburgkiana,Peraceae,Pogonophora,schomburgkiana,NA,zoochoric,"6,8","6,82","3,04","4,2","0,9913",20,Pogonophora schomburgkiana,sp_0651,17655,Pogonophora schomburgkiana Miers ex Benth.,NA,Peraceae,species,accepted,Pogonophora schomburgkiana,NA,,Pogonophora schomburgkiana,Arbusto|arvore,Terricola,"acapori/PORTUGUES/Norte | amarelinho, aracapori©, miratuarama/PORTUGUES/Norte | pau-amarelo/PORTUGUES/Sudeste",BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-ES|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-RJ|BR-RO|BR-RR|BR-SE,native,"0,5","0,5",0,0,0,0,0,0
Cupania vernalis,14,Árvore,456,Cupania vernalis,Sapindaceae,Cupania,vernalis,recalcitrant,zoochoric,20,21,"7,4",11,"0,655",25,Cupania vernalis,sp_0609,32717,Cupania vernalis Cambess.,NA,Sapindaceae,species,accepted,Cupania vernalis,NA,,Cupania vernalis,arvore,Terricola,arco-de-barril/PORTUGUES/Sudeste | rabo-de-bugio/PORTUGUES/Sudeste,BR-AM|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PA|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Virola bicuhyba,14,Árvore,1944,Virola bicuhyba,Myristicaceae,Virola,bicuhyba,recalcitrant,zoochoric,21,"36,8",16,24,"0,61",30,Virola bicuhyba,sp_0675,10198,Virola bicuhyba (Schott ex Spreng.) Warb.,NA,Myristicaceae,species,accepted,Virola bicuhyba,EN,,Virola bicuhyba,arvore,Terricola,Bicui­ba/PORTUGUES/Sul | Bicui­ba-branca/PORTUGUES/Sudeste | Bicuuba/PORTUGUES/Nordeste | Ocui­ba/PORTUGUES/Nordeste,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Inga flagelliformis,14,Árvore,872,Inga flagelliformis,Fabaceae,Inga,flagelliformis,recalcitrant,zoochoric,21,11,"6,67","16,1",NA,30,Inga flagelliformis,sp_0622,83236,Inga flagelliformis (Vell.) Mart.,NA,Fabaceae,species,accepted,Inga flagelliformis,NA,,Inga flagelliformis,arvore,Terricola,ingi¡ pau/PORTUGUES/Espi­rito Santo,BR-AC|BR-AM|BR-AP|BR-BA|BR-ES|BR-MG|BR-PA|BR-RJ,native,1,0,0,0,0,0,0,0
Cybistax antisyphilitica,14,Árvore,464,Cybistax antisyphilitica,Bignoniaceae,Cybistax,antisyphilitica,orthodox,abiotic,48,170,"8,9","7,5","0,59",12,Cybistax antisyphilitica,sp_0610,114028,Cybistax antisyphilitica (Mart.) Mart.,NA,Bignoniaceae,species,accepted,Cybistax antisyphilitica,NA,,Cybistax antisyphilitica,arvore,Terricola,caroba-de-flor-verde/PORTUGUES/Brasil | caroba-do-campo/PORTUGUES/Brasil | carobinha verde/PORTUGUES/Brasil | cinco chagas/PORTUGUES/Brasil | espeguilla/ESPANHOL/Peru (Quillabamba area) | fava-de-aranha/PORTUGUES/Brasil | ipiª-de-flor-verde/PORTUGUES/Brasil | ipiª-mandioca/PORTUGUES/Brasil | ipiª-mirim/PORTUGUES/Brasil | ipiª pardo/PORTUGUES/Brasil | ipiª-verde/PORTUGUES/Brasil | llangua/ESPANHOL/Peru (Tarapoto-Marai±ion area) | llangua colorado/ESPANHOL/Peru (Tarapoto-Marai±ion area) | orcco-huoranhuay/ESPANHOL/Peru (Quillabamba area) | pau-de-mulato/PORTUGUES/Brasil | taiiy hoby/ESPANHOL/Paraguai | yangua/ESPANHOL/Peru (Tarapoto-Marai±ion area) | yangua caspi/ESPANHOL/Peru (Tarapoto-Marai±ion area) | yangua tinctoria/ESPANHOL/Peru (Tarapoto-Marai±ion area),BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PI|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Ocotea brachybotrya,14,Árvore,1346,Ocotea brachybotrya,Lauraceae,Ocotea,brachybotrya,recalcitrant,zoochoric,NA,NA,NA,NA,NA,15,Ocotea brachybotrya,sp_0636,8447,Ocotea brachybotrya (Meisn.) Mez,NA,Lauraceae,species,accepted,Ocotea brachybotrya,NA,,Ocotea brachybotrya,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SP,native,1,0,0,0,0,0,0,0
Protium spruceanum,14,Árvore,1551,Protium spruceanum,Burseraceae,Protium,spruceanum,recalcitrant,zoochoric,12,15,5,10,"0,56",14,Protium spruceanum,sp_0655,6599,Protium spruceanum (Benth.) Engl.,NA,Burseraceae,species,accepted,Protium spruceanum,NA,,Protium spruceanum,arvore,Terricola,breu/PORTUGUES/Para' | kandei'y tuwyr/PORTUGUES/Maranhao (Ka'apor),BR-AC|BR-AM|BR-AP|BR-BA|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PI|BR-RO|BR-RR|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Miconia trianae,14,Arbusto|Árvore,1164,Miconia trianae,Melastomataceae,Miconia,trianae,orthodox,zoochoric,"2,8","2,5",NA,NA,NA,7,Miconia trianae,sp_0630,9775,Miconia trianae Cogn.,NA,Melastomataceae,species,accepted,Miconia trianae,NA,,Miconia trianae,Arbusto|arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Pereskia grandifolia,14,Arbusto|Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pereskia grandifolia,sp_0645,1636,Pereskia grandifolia Haw.,NA,Cactaceae,species,accepted,Pereskia grandifolia,LC,,Pereskia grandifolia,Arbusto|arvore,Terricola|Rupicola,NA,BR-BA|BR-CE|BR-ES|BR-MA|BR-MG|BR-PE|BR-PR|BR-RJ|BR-SP,native,"0,5","0,5",0,0,0,"0,5","0,5",0
Xylopia aromatica,13,Arbusto|Árvore,1979,Xylopia aromatica,Annonaceae,Xylopia,aromatica,intermediate,zoochoric,12,21,"3,3","7,5","0,5882",6,Xylopia aromatica,sp_0766,110557,Xylopia aromatica (Lam.) Mart.,NA,Annonaceae,species,accepted,Xylopia aromatica,LC,,Xylopia aromatica,Arbusto|arvore,Terricola,Bananinha/PORTUGUES/NA | Begerecum/PORTUGUES/NA | Cedro do campo/PORTUGUES/NA | Envireira/PORTUGUES/NA | Imbiriba/PORTUGUES/NA | Pimenta de macaco/PORTUGUES/NA | Pimenteira/PORTUGUES/NA | Pindai­ba/PORTUGUES/NA | Pindai­ba de macaco/PORTUGUES/NA | Pindai­ba do campo/PORTUGUES/NA,BR-AM|BR-AP|BR-BA|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PI|BR-PR|BR-RO|BR-RR|BR-SP|BR-TO,native,"0,5","0,5",0,0,0,0,0,0
Qualea multiflora,13,Arbusto|Árvore,1604,Qualea multiflora,Vochysiaceae,Qualea,multiflora,orthodox,abiotic,30,38,12,32,"0,74",6,Qualea multiflora,sp_0749,15293,Qualea multiflora Mart.,NA,Vochysiaceae,species,accepted,Qualea multiflora,NA,,Qualea multiflora,Arbusto|arvore,Terricola,NA,NA,NA,"0,5","0,5",0,0,0,0,0,0
Senna alata,13,Arbusto|Árvore|Subarbusto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senna alata,sp_0753,83691,Senna alata (L.) Roxb.,NA,Fabaceae,species,accepted,Senna alata,NA,,Senna alata,Arbusto|arvore|Subarbusto,Terricola,NA,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SP|BR-TO,native,"0,333333333333333","0,333333333333333",0,"0,333333333333333",0,0,0,0
Ocotea corymbosa,13,Árvore,1352,Ocotea corymbosa,Lauraceae,Ocotea,corymbosa,recalcitrant,zoochoric,8,6,6,8,"0,8",20,Ocotea corymbosa,sp_0741,8496,Ocotea corymbosa (Meisn.) Mez,NA,Lauraceae,species,accepted,Ocotea corymbosa,NA,,Ocotea corymbosa,arvore,Terricola,canela de corvo/PORTUGUES/sudeste e sul,BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Colubrina glandulosa,13,Árvore,363,Colubrina glandulosa,Rhamnaceae,Colubrina,glandulosa,orthodox,abiotic,8,8,3,"3,3","0,762666667",20,Colubrina glandulosa,sp_0692,20651,Colubrina glandulosa Perkins,NA,Rhamnaceae,species,accepted,Colubrina glandulosa,LC,,Colubrina glandulosa,arvore,Terricola,NA,BR-AC|BR-AM|BR-CE|BR-DF|BR-MA|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Esenbeckia febrifuga,13,Árvore,583,Esenbeckia febrifuga,Rutaceae,Esenbeckia,febrifuga,orthodox,abiotic,"2,7",5,"3,3","6,6",NA,11,Esenbeckia febrifuga,sp_0707,583,Esenbeckia febrifuga (A.St.-Hil.) A. Juss. ex Mart.,NA,Rutaceae,species,accepted,Esenbeckia febrifuga,NA,,Esenbeckia febrifuga,arvore,Terricola,laranjeira-do-mato/PORTUGUES/Sudeste | mamoninha/PORTUGUES/Sudeste | triªs-folhas/PORTUGUES/Sudeste e Sul | triªs-folhas-do-mato/PORTUGUES/Sudeste e Sul,BR-BA|BR-CE|BR-ES|BR-MG|BR-MS|BR-MT|BR-PE|BR-PR|BR-RJ|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Handroanthus heptaphyllus,13,Árvore,787,Handroanthus heptaphyllus,Bignoniaceae,Handroanthus,heptaphyllus,orthodox,abiotic,"17,38",345,"6,53",18,"0,97",20,Handroanthus heptaphyllus,sp_0713,114085,Handroanthus heptaphyllus (Vell.) Mattos,NA,Bignoniaceae,species,accepted,Handroanthus heptaphyllus,LC,,Handroanthus heptaphyllus,arvore,Terricola,NA,BR-BA|BR-CE|BR-ES|BR-MG|BR-MS|BR-MT|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Lonchocarpus cultratus,13,Árvore,986,Lonchocarpus cultratus,Fabaceae,Lonchocarpus,cultratus,orthodox,abiotic,"9,79","89,04","2,49","9,4","0,74",3,Lonchocarpus cultratus,sp_0728,23052,Lonchocarpus cultratus (Vell.) A.M.G.Azevedo & H.C.Lima,NA,Fabaceae,species,accepted,Lonchocarpus cultratus,NA,,Lonchocarpus cultratus,arvore,Terricola,Embira-de-sapo/PORTUGUES/SE | envira piaca/PORTUGUES/Acre,BR-AC|BR-AL|BR-BA|BR-DF|BR-ES|BR-MG|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Guapira hirsuta,13,Arbusto|Árvore|Subarbusto,751,Guapira hirsuta,Nyctaginaceae,Guapira,hirsuta,recalcitrant,zoochoric,NA,NA,NA,NA,NA,20,Guapira hirsuta,sp_0711,10910,Guapira hirsuta (Choisy) Lundell,NA,Nyctaginaceae,species,accepted,Guapira hirsuta,LC,,Guapira hirsuta,Arbusto|arvore|Subarbusto,Terricola,caixeta/PORTUGUES/SP,BR-AC|BR-AL|BR-BA|BR-CE|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-PA|BR-PB|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,"0,333333333333333","0,333333333333333",0,"0,333333333333333",0,0,0,0
Calyptranthes pulchella,13,Árvore,226,Calyptranthes pulchella,Myrtaceae,Calyptranthes,pulchella,recalcitrant,zoochoric,"6,2",6,NA,NA,NA,10,Calyptranthes pulchella,sp_0687,19831,Calyptranthes pulchella DC.,NA,Myrtaceae,species,accepted,Calyptranthes pulchella,NA,,Calyptranthes pulchella,arvore,Terricola,NA,BR-AC|BR-AM|BR-BA|BR-ES|BR-MA|BR-MG|BR-RJ,native,1,0,0,0,0,0,0,0
Myrcia nitida,13,Arbusto|Subarbusto|Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrcia nitida,sp_0738,37100,Myrcia nitida Cambess.,NA,Myrtaceae,species,accepted,Myrcia nitida,NA,,Myrcia nitida,Arbusto|Subarbusto|arvore,Terricola,NA,BR-BA|BR-MG,native,"0,333333333333333","0,333333333333333",0,"0,333333333333333",0,0,0,0
Myrcia subavenia,13,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrcia subavenia,sp_0739,10764,Myrcia subavenia (O.Berg) N.Silveira,NA,Myrtaceae,species,accepted,Myrcia subavenia,NA,,Myrcia subavenia,arvore,Terricola,NA,BR-BA|BR-GO|BR-MG,native,1,0,0,0,0,0,0,0
Prunus myrtifolia,13,Árvore,1555,Prunus myrtifolia,Rosaceae,Prunus,myrtifolia,orthodox,zoochoric,11,"1,9","5,4",9,"0,74",30,Prunus myrtifolia,sp_0748,26058,Prunus myrtifolia (L.) Urb.,NA,Rosaceae,species,accepted,Prunus myrtifolia,NA,,Prunus myrtifolia,arvore,Terricola,corai§ao-de-negro/PORTUGUES/NA | pessegueiro-bravo/PORTUGUES/NA,BR-AC|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Calyptranthes brasiliensis,13,Árvore,217,Calyptranthes brasiliensis,Myrtaceae,Calyptranthes,brasiliensis,recalcitrant,zoochoric,"5,8","7,8","2,73","3,05",NA,8,Calyptranthes brasiliensis,sp_0686,10273,Calyptranthes brasiliensis Spreng.,NA,Myrtaceae,species,accepted,Calyptranthes brasiliensis,NA,,Calyptranthes brasiliensis,arvore,Terricola,NA,BR-AL|BR-BA|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-SC|BR-SE|BR-SP,native,1,0,0,0,0,0,0,0
Vernonanthura discolor,13,Árvore,1939,Vernonanthura discolor,Asteraceae,Vernonanthura,discolor,orthodox,abiotic,NA,NA,1,"2,7",NA,15,Vernonanthura discolor,sp_0765,104490,Vernonanthura discolor (Spreng.) H.Rob.,NA,Asteraceae,species,accepted,Vernonanthura discolor,NA,,Vernonanthura discolor,arvore,Terricola,NA,BR-BA|BR-DF|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Amaioua intermedia,13,Arbusto|Árvore,56,Amaioua intermedia,Rubiaceae,Amaioua,intermedia,NA,zoochoric,"9,24","19,38","3,61","4,6","0,64",20,Amaioua intermedia,sp_0680,13830,Amaioua intermedia Mart. ex Schult. & Schult.f.,NA,Rubiaceae,species,accepted,Amaioua intermedia,NA,,Amaioua intermedia,Arbusto|arvore,Terricola,"Carvoeiro, Pau-carvao, Cinzeiro/PORTUGUES/Goii¡s e DF | Marmelada-brava, Canela-de-veado/PORTUGUES/Goii¡s e DF | Pimentao, Guapeva-forte/PORTUGUES/Goii¡s e DF",BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-SC|BR-SE|BR-SP,native,"0,5","0,5",0,0,0,0,0,0
Eugenia brasiliensis,13,Árvore,598,Eugenia brasiliensis,Myrtaceae,Eugenia,brasiliensis,recalcitrant,zoochoric,"13,05","9,58","4,45","7,1","0,71",15,Eugenia brasiliensis,sp_0708,10359,Eugenia brasiliensis Lam.,NA,Myrtaceae,species,accepted,Eugenia brasiliensis,LC,,Eugenia brasiliensis,arvore,Terricola,NA,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Lafoensia pacari,13,Árvore,930,Lafoensia pacari,Lythraceae,Lafoensia,pacari,orthodox,abiotic,21,65,8,"22,6","0,8",8,Lafoensia pacari,sp_0724,8784,Lafoensia pacari A.St.-Hil.,NA,Lythraceae,species,accepted,Lafoensia pacari,LC,,Lafoensia pacari,arvore,Terricola,Dedaleira-amarela/PORTUGUES/NA | Candeia-de-caju/PORTUGUES/NA | Mangaba-brava/PORTUGUES/NA | Pacari/PORTUGUES/NA | Pacari-do-mato/PORTUGUES/NA | Pacari-do-sertao/PORTUGUES/NA,BR-BA|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PR|BR-SP|BR-TO,native,1,0,0,0,0,0,0,0
Pimenta pseudocaryophyllus,13,Árvore,1471,Pimenta pseudocaryophyllus,Myrtaceae,Pimenta,pseudocaryophyllus,recalcitrant,zoochoric,15,20,8,8,1,10,Pimenta pseudocaryophyllus,sp_0745,10823,Pimenta pseudocaryophyllus (Gomes) Landrum,NA,Myrtaceae,species,accepted,Pimenta pseudocaryophyllus,NA,,Pimenta pseudocaryophyllus,arvore,Terricola,NA,BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,native,1,0,0,0,0,0,0,0
Myrcia subcordata,13,Árvore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrcia subcordata,sp_0740,10765,Myrcia subcordata DC.,NA,Myrtaceae,species,accepted,Myrcia subcordata,NA,,Myrcia subcordata,arvore,Terricola,NA,BR-BA|BR-GO|BR-MG,native,1,0,0,0,0,0,0,0
